序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SZ300047,N迪科,20100120,35,35.27,36.88,34.8,12118629,SZ399001,深证成指,13375.529,12916.154,13389.934,12871.581,1070890864
2,SZ300047,天源迪科,20100121,35.27,34.81,36.2,34.75,4428778,SZ399001,深证成指,12928.517,12917.154,12982.883,12732.961,801475791
3,SZ300047,天源迪科,20100122,33.98,32.36,33.98,32.02,3849601,SZ399001,深证成指,12756.921,12595.935,12756.921,12394.068,959410076
4,SZ300047,天源迪科,20100125,32.19,31.11,32.19,31,2330308,SZ399001,深证成指,12506.141,12470.188,12640.732,12458.56,858687186
5,SZ300047,天源迪科,20100126,31.69,30.8,31.69,30.57,1745318,SZ399001,深证成指,12496.107,12162.556,12536.474,12091.086,904941348
6,SZ300047,天源迪科,20100127,30.85,30.83,31.67,30.71,1635943,SZ399001,深证成指,12157.136,12046.779,12233.115,11946.485,779422170
7,SZ300047,天源迪科,20100128,30.63,30.24,31.14,30.02,1805078,SZ399001,深证成指,12008.962,12120.476,12166.466,11903.993,720113771
8,SZ300047,天源迪科,20100129,30.2,30.33,30.88,30.03,1261146,SZ399001,深证成指,12058.699,12137.204,12339.063,11998.657,705855519
9,SZ300047,天源迪科,20100201,29.8,29.85,30,29.01,1460005,SZ399001,深证成指,12125.509,11989.107,12126.263,11841.96,722867738
10,SZ300047,天源迪科,20100202,29.81,29.23,30.18,29.22,1111277,SZ399001,深证成指,12035.931,11912.927,12173.913,11912.927,627667651
11,SZ300047,天源迪科,20100203,29.07,28.8,29.46,28.05,1291568,SZ399001,深证成指,11961.115,12262.567,12262.567,11714.159,872423000
12,SZ300047,天源迪科,20100204,28.81,29,29.46,28.6,931012,SZ399001,深证成指,12177.147,12169.479,12283.517,12112.934,701039946
13,SZ300047,天源迪科,20100205,28.68,28.76,29.2,28.1,864775,SZ399001,深证成指,11892.313,11917.136,12018.387,11823.069,721224436
14,SZ300047,天源迪科,20100208,28.55,29.02,29.4,28.55,643447,SZ399001,深证成指,11900.1,11947.336,11997.663,11847.02,453301020
15,SZ300047,天源迪科,20100209,28.83,28.63,28.99,28.5,689043,SZ399001,深证成指,11935.801,11970.438,12037.315,11900.283,408124905
16,SZ300047,天源迪科,20100210,28.85,29.5,29.77,28.85,1086970,SZ399001,深证成指,12082.997,12185.378,12185.378,12051.164,442878485
17,SZ300047,天源迪科,20100211,29.65,29.43,29.98,29.26,872745,SZ399001,深证成指,12178.951,12224.6,12297.408,12152.354,496693660
18,SZ300047,天源迪科,20100212,29.51,30,30,29.26,1095926,SZ399001,深证成指,12259.472,12304.784,12327.926,12241.61,395758791
19,SZ300047,天源迪科,20100222,30.2,29.44,30.2,29.44,739764,SZ399001,深证成指,12299.112,12213.544,12337.768,12213.544,424202695
20,SZ300047,天源迪科,20100223,29.2,29.66,29.7,29,730711,SZ399001,深证成指,12185.935,12069.209,12185.935,11922.728,520931733
21,SZ300047,天源迪科,20100224,29.6,30.64,30.66,29.3,1707020,SZ399001,深证成指,11994.949,12282.093,12282.093,11936.952,553684558
22,SZ300047,天源迪科,20100225,30.7,31.11,31.35,30.7,2207088,SZ399001,深证成指,12324.943,12494.269,12495.986,12324.943,777942532
23,SZ300047,天源迪科,20100226,30.97,30.83,31.25,30.71,1203218,SZ399001,深证成指,12472.995,12436.655,12527.016,12417.242,644927423
24,SZ300047,天源迪科,20100301,30.77,31.15,31.22,30.77,1119279,SZ399001,深证成指,12480.811,12588.26,12599.274,12454.032,757903120
25,SZ300047,天源迪科,20100302,31.2,30.98,31.25,30.85,1108361,SZ399001,深证成指,12595.321,12548.91,12690.483,12517.275,787176876
26,SZ300047,天源迪科,20100303,31,30.8,31.2,30.78,1019472,SZ399001,深证成指,12544.024,12612.693,12612.693,12444.197,658291553
27,SZ300047,天源迪科,20100304,30.78,29.61,30.99,29.51,1282208,SZ399001,深证成指,12647.988,12312.889,12720.357,12292.278,811681649
28,SZ300047,天源迪科,20100305,29.62,30.02,30.16,29.62,689825,SZ399001,深证成指,12312.74,12341.739,12433.567,12268.555,559943887
29,SZ300047,天源迪科,20100308,30.01,30.4,30.6,29.98,656627,SZ399001,深证成指,12376.327,12437.567,12470.869,12327.717,548539930
30,SZ300047,天源迪科,20100309,30.4,30.91,30.95,30.05,1025373,SZ399001,深证成指,12440.212,12507.657,12569.56,12289.964,791204506
31,SZ300047,天源迪科,20100310,30.96,30.62,31.3,30.41,1034446,SZ399001,深证成指,12496.775,12391.645,12553.966,12363.412,582966820
32,SZ300047,天源迪科,20100311,30.6,31.22,31.29,30.2,1570226,SZ399001,深证成指,12399.766,12367.687,12468.935,12277.192,488640010
33,SZ300047,天源迪科,20100312,31.27,31.57,32.5,31.01,3726611,SZ399001,深证成指,12364.569,12169.11,12376.592,12167.34,480764739
34,SZ300047,天源迪科,20100315,31.4,32,32.18,31.22,1662662,SZ399001,深证成指,12154.531,11903.333,12158.868,11866.993,456154710
35,SZ300047,天源迪科,20100316,31.91,31.26,32.17,30.9,1227429,SZ399001,深证成指,11931.321,11948.76,11985.028,11835.619,318196673
36,SZ300047,天源迪科,20100317,31.27,31.88,31.96,31.21,1211059,SZ399001,深证成指,12007.795,12233.774,12233.774,11975.577,467165067
37,SZ300047,天源迪科,20100318,31.95,32.06,32.28,31.8,1273874,SZ399001,深证成指,12257.846,12236.725,12354.931,12198.08,557715501
38,SZ300047,天源迪科,20100319,32.06,31.86,32.1,31.55,847858,SZ399001,深证成指,12265.297,12352.919,12361.212,12185.447,558015969
39,SZ300047,天源迪科,20100322,31.9,31.92,31.99,31.57,889604,SZ399001,深证成指,12358.032,12352.446,12411.216,12304.497,451453794
40,SZ300047,天源迪科,20100323,31.97,31.68,31.97,31.45,820430,SZ399001,深证成指,12362.386,12304.981,12400.253,12280.022,479710344
41,SZ300047,天源迪科,20100324,31.72,32.55,32.8,31.7,2284655,SZ399001,深证成指,12315.614,12290.043,12359.22,12260.482,490696278
42,SZ300047,天源迪科,20100325,32.59,33.33,33.8,32.38,3014678,SZ399001,深证成指,12266.588,12086.899,12266.588,12078.256,466293380
43,SZ300047,天源迪科,20100329,32.1,32.29,32.49,31.51,3419938,SZ399001,深证成指,12301.603,12552.449,12574.878,12301.603,832637083
44,SZ300047,天源迪科,20100330,32.1,32.95,33.2,31.98,1941338,SZ399001,深证成指,12574.805,12593.035,12617.673,12527.579,612068864
45,SZ300047,天源迪科,20100331,32.8,33.36,33.87,32.75,2323667,SZ399001,深证成指,12603.745,12494.35,12611.435,12469.449,554249181
46,SZ300047,天源迪科,20100401,33.39,33.47,34.6,33.38,2525416,SZ399001,深证成指,12512.405,12686.063,12689.072,12512.405,846911602
47,SZ300047,天源迪科,20100402,33.04,33.89,34.2,33.01,1579888,SZ399001,深证成指,12717.979,12767.856,12793.71,12707.041,954822843
48,SZ300047,天源迪科,20100406,33.97,34.89,34.95,33.97,2021550,SZ399001,深证成指,12824.148,12702.835,12849.706,12651.11,912158916
49,SZ300047,天源迪科,20100407,34.98,35.39,35.98,34.61,2020314,SZ399001,深证成指,12696.334,12631.971,12696.334,12561.407,737709041
50,SZ300047,天源迪科,20100408,35.4,34.11,35.88,34.1,2520334,SZ399001,深证成指,12603.246,12427.002,12603.246,12381.381,885487294
51,SZ300047,天源迪科,20100409,34.16,34.7,34.96,34.16,1418623,SZ399001,深证成指,12452.345,12555.123,12555.123,12393.518,661896349
52,SZ300047,天源迪科,20100412,34.89,35.26,35.38,34.72,1768864,SZ399001,深证成指,12605.945,12399.2,12625.766,12338.857,1004893724
53,SZ300047,天源迪科,20100413,35.4,32.7,35.6,31.88,3572122,SZ399001,深证成指,12387.394,12511.891,12550.348,12261.271,1013841635
54,SZ300047,天源迪科,20100414,32.5,33.8,33.85,32.21,1787105,SZ399001,深证成指,12514.807,12557.695,12557.695,12447.905,860917110
55,SZ300047,天源迪科,20100415,33.7,32.41,33.83,31.88,1448615,SZ399001,深证成指,12561.534,12513.291,12584.112,12422.315,805497645
56,SZ300047,天源迪科,20100416,32.27,32.77,33.12,32.11,1191078,SZ399001,深证成指,12503.465,12416.86,12508.522,12363.785,649712765
57,SZ300047,天源迪科,20100419,32.18,32.25,33.15,32.01,1449794,SZ399001,深证成指,12248.022,11644.577,12248.022,11641.597,1286898524
58,SZ300047,天源迪科,20100420,31.01,31.1,31.8,30.23,4572083,SZ399001,深证成指,11627.407,11538.976,11713.905,11395.742,1005647535
59,SZ300047,天源迪科,20100421,31.1,32.53,32.55,31,2374054,SZ399001,深证成指,11557.604,11766.815,11779.127,11501.956,955864391
60,SZ300047,天源迪科,20100423,33.13,32.2,33.18,31.98,1554889,SZ399001,深证成指,11681.965,11702.87,11808.054,11638.025,850357854
61,SZ300047,天源迪科,20100426,31.99,31.84,32.7,31.7,1102565,SZ399001,深证成指,11701.425,11602.634,11767.664,11594.236,712893604
62,SZ300047,天源迪科,20100427,31.83,31.96,32.8,31,1936171,SZ399001,深证成指,11565.993,11355.367,11565.993,11179.502,805366555
63,SZ300047,天源迪科,20100428,30.67,30.7,31.25,30.34,1639691,SZ399001,深证成指,11250.527,11333.847,11444.582,11174.172,629404027
64,SZ300047,天源迪科,20100429,30.79,30.18,31.1,30.16,821104,SZ399001,深证成指,11402.998,11196.349,11452.405,11195.219,612082051
65,SZ300047,天源迪科,20100430,30.45,29.5,30.45,28.4,1060909,SZ399001,深证成指,11135.842,11162.537,11192.377,10974.149,786406492
66,SZ300047,天源迪科,20100504,28.9,28.89,29.3,28.5,860054,SZ399001,深证成指,10959.163,10960.771,11139.156,10911.859,592212850
67,SZ300047,天源迪科,20100505,28.68,29.58,29.6,28.5,781824,SZ399001,深证成指,10853.13,11003.731,11006.581,10671.893,820534268
68,SZ300047,天源迪科,20100506,29.62,28.5,30,28.5,777123,SZ399001,深证成指,10936.96,10422.564,10936.96,10421.714,846525422
69,SZ300047,天源迪科,20100507,28,28.13,28.65,27.78,680877,SZ399001,深证成指,10184.793,10146.425,10346.204,10091.321,820616913
70,SZ300047,天源迪科,20100510,28.14,27.15,28.44,26.51,872887,SZ399001,深证成指,10156.901,10264.045,10314.023,10042.125,639271926
71,SZ300047,天源迪科,20100511,27.6,26.35,27.93,26.31,647138,SZ399001,深证成指,10486.272,10091.204,10511.148,10083.795,772158820
72,SZ300047,天源迪科,20100512,26.25,25.5,26.3,25.03,790488,SZ399001,深证成指,10006.942,10146.632,10202.563,9905.48,691754634
73,SZ300047,天源迪科,20100513,25.42,25.9,25.93,25.01,621979,SZ399001,深证成指,10161.181,10417.805,10417.805,10114.684,688397265
74,SZ300047,天源迪科,20100514,25.9,26.06,26.3,25.5,704425,SZ399001,深证成指,10354.776,10330.141,10400.279,10257.749,524010387
75,SZ300047,天源迪科,20100517,25.78,24.21,25.78,24.21,608877,SZ399001,深证成指,10168.15,9731.718,10177.82,9728.671,658401282
76,SZ300047,天源迪科,20100518,24.31,24.05,24.43,23.45,1118724,SZ399001,深证成指,9719.072,10003.807,10056.218,9627.424,796894734
