序号,股票代码,股票名称,交易日,开盘,收盘,最高,最低,成交量,大盘代码,大盘名字,开盘,收盘,最高,最低,成交量
1,SZ300049,N福瑞,20100120,36.51,34.29,37,33.7,8237312,SZ399001,深证成指,13375.529,12916.154,13389.934,12871.581,1070890864
2,SZ300049,福瑞股份,20100121,33.9,33.73,34.7,33.58,2676224,SZ399001,深证成指,12928.517,12917.154,12982.883,12732.961,801475791
3,SZ300049,福瑞股份,20100122,33.2,31.61,33.2,31.1,2315350,SZ399001,深证成指,12756.921,12595.935,12756.921,12394.068,959410076
4,SZ300049,福瑞股份,20100125,30.99,30.8,31.39,30.52,1181676,SZ399001,深证成指,12506.141,12470.188,12640.732,12458.56,858687186
5,SZ300049,福瑞股份,20100126,31.2,30.07,31.25,29.8,1140014,SZ399001,深证成指,12496.107,12162.556,12536.474,12091.086,904941348
6,SZ300049,福瑞股份,20100127,30.3,30.23,30.85,30,1072704,SZ399001,深证成指,12157.136,12046.779,12233.115,11946.485,779422170
7,SZ300049,福瑞股份,20100128,30.1,29.61,30.14,29.35,998136,SZ399001,深证成指,12008.962,12120.476,12166.466,11903.993,720113771
8,SZ300049,福瑞股份,20100129,29.4,30.07,30.35,29.2,1122589,SZ399001,深证成指,12058.699,12137.204,12339.063,11998.657,705855519
9,SZ300049,福瑞股份,20100201,29.61,30.97,31.3,29.21,1709184,SZ399001,深证成指,12125.509,11989.107,12126.263,11841.96,722867738
10,SZ300049,福瑞股份,20100202,31.22,30.59,31.79,30.5,1485963,SZ399001,深证成指,12035.931,11912.927,12173.913,11912.927,627667651
11,SZ300049,福瑞股份,20100203,30.52,29.45,30.89,28.02,1290033,SZ399001,深证成指,11961.115,12262.567,12262.567,11714.159,872423000
12,SZ300049,福瑞股份,20100204,29.01,29.08,29.51,28.8,955170,SZ399001,深证成指,12177.147,12169.479,12283.517,12112.934,701039946
13,SZ300049,福瑞股份,20100205,28.81,28.83,29.26,28.2,551637,SZ399001,深证成指,11892.313,11917.136,12018.387,11823.069,721224436
14,SZ300049,福瑞股份,20100208,28.8,28.94,29.24,28.7,474271,SZ399001,深证成指,11900.1,11947.336,11997.663,11847.02,453301020
15,SZ300049,福瑞股份,20100209,28.94,28.82,29.07,28.49,508581,SZ399001,深证成指,11935.801,11970.438,12037.315,11900.283,408124905
16,SZ300049,福瑞股份,20100210,29,29.5,29.63,28.87,858282,SZ399001,深证成指,12082.997,12185.378,12185.378,12051.164,442878485
17,SZ300049,福瑞股份,20100211,29.5,29.68,29.97,29.45,767958,SZ399001,深证成指,12178.951,12224.6,12297.408,12152.354,496693660
18,SZ300049,福瑞股份,20100212,29.7,30.26,30.42,29.63,966244,SZ399001,深证成指,12259.472,12304.784,12327.926,12241.61,395758791
19,SZ300049,福瑞股份,20100222,30.11,30.1,30.47,29.86,577667,SZ399001,深证成指,12299.112,12213.544,12337.768,12213.544,424202695
20,SZ300049,福瑞股份,20100223,30.01,30.34,30.37,29.51,583810,SZ399001,深证成指,12185.935,12069.209,12185.935,11922.728,520931733
21,SZ300049,福瑞股份,20100224,30.38,31.4,31.56,30.2,1484592,SZ399001,深证成指,11994.949,12282.093,12282.093,11936.952,553684558
22,SZ300049,福瑞股份,20100225,30.88,31.41,31.85,30.7,2467364,SZ399001,深证成指,12324.943,12494.269,12495.986,12324.943,777942532
23,SZ300049,福瑞股份,20100226,31.21,30.92,31.34,30.86,1488792,SZ399001,深证成指,12472.995,12436.655,12527.016,12417.242,644927423
24,SZ300049,福瑞股份,20100301,30.92,31.31,31.46,30.68,1122941,SZ399001,深证成指,12480.811,12588.26,12599.274,12454.032,757903120
25,SZ300049,福瑞股份,20100302,31.4,31.45,31.73,31.29,1040715,SZ399001,深证成指,12595.321,12548.91,12690.483,12517.275,787176876
26,SZ300049,福瑞股份,20100303,31.59,31.06,31.59,31,926424,SZ399001,深证成指,12544.024,12612.693,12612.693,12444.197,658291553
27,SZ300049,福瑞股份,20100304,31.1,30.1,31.54,29.88,976684,SZ399001,深证成指,12647.988,12312.889,12720.357,12292.278,811681649
28,SZ300049,福瑞股份,20100305,30.39,30.35,30.54,30.15,567249,SZ399001,深证成指,12312.74,12341.739,12433.567,12268.555,559943887
29,SZ300049,福瑞股份,20100308,30.33,30.53,30.69,30.21,817937,SZ399001,深证成指,12376.327,12437.567,12470.869,12327.717,548539930
30,SZ300049,福瑞股份,20100309,30.58,31.98,32.08,30.52,1883173,SZ399001,深证成指,12440.212,12507.657,12569.56,12289.964,791204506
31,SZ300049,福瑞股份,20100310,31.98,31.2,32.05,31.13,928226,SZ399001,深证成指,12496.775,12391.645,12553.966,12363.412,582966820
32,SZ300049,福瑞股份,20100311,31.15,31.88,32.02,30.86,1484854,SZ399001,深证成指,12399.766,12367.687,12468.935,12277.192,488640010
33,SZ300049,福瑞股份,20100312,31.87,32.46,33.14,31.8,2820869,SZ399001,深证成指,12364.569,12169.11,12376.592,12167.34,480764739
34,SZ300049,福瑞股份,20100315,32.36,32.66,33.19,32.1,1521823,SZ399001,深证成指,12154.531,11903.333,12158.868,11866.993,456154710
35,SZ300049,福瑞股份,20100316,32.71,32.66,32.81,32.21,1339091,SZ399001,深证成指,11931.321,11948.76,11985.028,11835.619,318196673
36,SZ300049,福瑞股份,20100317,32.6,33.24,33.34,32.57,1469986,SZ399001,深证成指,12007.795,12233.774,12233.774,11975.577,467165067
37,SZ300049,福瑞股份,20100318,33.26,33.29,33.54,32.86,1398145,SZ399001,深证成指,12257.846,12236.725,12354.931,12198.08,557715501
38,SZ300049,福瑞股份,20100322,33.06,32.7,33.28,32.57,1298694,SZ399001,深证成指,12358.032,12352.446,12411.216,12304.497,451453794
39,SZ300049,福瑞股份,20100323,32.79,32.72,32.87,32.28,771067,SZ399001,深证成指,12362.386,12304.981,12400.253,12280.022,479710344
40,SZ300049,福瑞股份,20100324,32.66,33.32,33.57,32.64,1303840,SZ399001,深证成指,12315.614,12290.043,12359.22,12260.482,490696278
41,SZ300049,福瑞股份,20100325,33.29,34.48,34.87,33.08,2760511,SZ399001,深证成指,12266.588,12086.899,12266.588,12078.256,466293380
42,SZ300049,福瑞股份,20100326,33.99,35.02,36.1,33.61,3278618,SZ399001,深证成指,12081.113,12240.356,12282.265,12030.432,435898436
43,SZ300049,福瑞股份,20100329,35.78,35.7,36.38,34.6,2592153,SZ399001,深证成指,12301.603,12552.449,12574.878,12301.603,832637083
44,SZ300049,福瑞股份,20100330,35.59,38.02,38.43,35.32,2431071,SZ399001,深证成指,12574.805,12593.035,12617.673,12527.579,612068864
45,SZ300049,福瑞股份,20100331,37.68,37.83,39.15,37.25,3007854,SZ399001,深证成指,12603.745,12494.35,12611.435,12469.449,554249181
46,SZ300049,福瑞股份,20100401,37.88,37,38.78,37,2551561,SZ399001,深证成指,12512.405,12686.063,12689.072,12512.405,846911602
47,SZ300049,福瑞股份,20100402,36.18,36.85,37,35.6,2775707,SZ399001,深证成指,12717.979,12767.856,12793.71,12707.041,954822843
48,SZ300049,福瑞股份,20100406,36.75,37.46,37.58,36.3,1673413,SZ399001,深证成指,12824.148,12702.835,12849.706,12651.11,912158916
49,SZ300049,福瑞股份,20100407,37.18,37.48,37.8,36.78,1861991,SZ399001,深证成指,12696.334,12631.971,12696.334,12561.407,737709041
50,SZ300049,福瑞股份,20100408,37.12,37.21,37.75,36.83,1447341,SZ399001,深证成指,12603.246,12427.002,12603.246,12381.381,885487294
51,SZ300049,福瑞股份,20100409,37.19,38.3,38.96,37.01,1674804,SZ399001,深证成指,12452.345,12555.123,12555.123,12393.518,661896349
52,SZ300049,福瑞股份,20100412,38.35,39.37,39.55,38.35,1709658,SZ399001,深证成指,12605.945,12399.2,12625.766,12338.857,1004893724
53,SZ300049,福瑞股份,20100413,39.15,39.65,40.6,35.53,2384598,SZ399001,深证成指,12387.394,12511.891,12550.348,12261.271,1013841635
54,SZ300049,福瑞股份,20100414,39.3,37.89,39.5,37.44,988600,SZ399001,深证成指,12514.807,12557.695,12557.695,12447.905,860917110
55,SZ300049,福瑞股份,20100415,37.99,36.88,38.08,34.64,1472029,SZ399001,深证成指,12561.534,12513.291,12584.112,12422.315,805497645
56,SZ300049,福瑞股份,20100416,35.9,36.82,37.29,35.73,536362,SZ399001,深证成指,12503.465,12416.86,12508.522,12363.785,649712765
57,SZ300049,福瑞股份,20100419,36.03,36.19,37.28,35.9,525547,SZ399001,深证成指,12248.022,11644.577,12248.022,11641.597,1286898524
58,SZ300049,福瑞股份,20100420,35,35.04,35.97,33.8,2509421,SZ399001,深证成指,11627.407,11538.976,11713.905,11395.742,1005647535
59,SZ300049,福瑞股份,20100421,34.95,36.3,36.81,34.5,1775750,SZ399001,深证成指,11557.604,11766.815,11779.127,11501.956,955864391
60,SZ300049,福瑞股份,20100422,36.3,37.06,38,36.06,1193871,SZ399001,深证成指,11745.239,11703.962,11822.805,11573.615,910753252
61,SZ300049,福瑞股份,20100423,37.92,38,39.25,37.88,1786814,SZ399001,深证成指,11681.965,11702.87,11808.054,11638.025,850357854
62,SZ300049,福瑞股份,20100426,38.65,39.2,39.8,37.8,1729740,SZ399001,深证成指,11701.425,11602.634,11767.664,11594.236,712893604
63,SZ300049,福瑞股份,20100427,38.5,37.17,39.16,36.05,1520124,SZ399001,深证成指,11565.993,11355.367,11565.993,11179.502,805366555
64,SZ300049,福瑞股份,20100428,36.55,37.75,38.2,36.55,926900,SZ399001,深证成指,11250.527,11333.847,11444.582,11174.172,629404027
65,SZ300049,福瑞股份,20100429,37.53,36.8,38.5,36.7,741093,SZ399001,深证成指,11402.998,11196.349,11452.405,11195.219,612082051
66,SZ300049,福瑞股份,20100430,36.68,35.5,37.27,34.06,1197648,SZ399001,深证成指,11135.842,11162.537,11192.377,10974.149,786406492
67,SZ300049,福瑞股份,20100504,35,35.68,36.42,34.5,565077,SZ399001,深证成指,10959.163,10960.771,11139.156,10911.859,592212850
68,SZ300049,福瑞股份,20100505,35.2,37.47,37.77,35.02,1407779,SZ399001,深证成指,10853.13,11003.731,11006.581,10671.893,820534268
69,SZ300049,福瑞股份,20100506,37.6,35.95,38.5,35.95,1484013,SZ399001,深证成指,10936.96,10422.564,10936.96,10421.714,846525422
70,SZ300049,福瑞股份,20100507,35.14,37.3,37.3,35.13,1390553,SZ399001,深证成指,10184.793,10146.425,10346.204,10091.321,820616913
71,SZ300049,福瑞股份,20100510,37.1,37.13,38,35.2,1405401,SZ399001,深证成指,10156.901,10264.045,10314.023,10042.125,639271926
72,SZ300049,福瑞股份,20100511,37.54,35.27,37.77,34.99,1227376,SZ399001,深证成指,10486.272,10091.204,10511.148,10083.795,772158820
73,SZ300049,福瑞股份,20100512,34.5,31.98,35.07,31.6,1066041,SZ399001,深证成指,10006.942,10146.632,10202.563,9905.48,691754634
74,SZ300049,福瑞股份,20100513,31.85,32.79,32.99,31.2,884081,SZ399001,深证成指,10161.181,10417.805,10417.805,10114.684,688397265
75,SZ300049,福瑞股份,20100514,32.53,33.79,33.97,32.38,656986,SZ399001,深证成指,10354.776,10330.141,10400.279,10257.749,524010387
76,SZ300049,福瑞股份,20100517,33.31,32.7,34.15,32.51,732367,SZ399001,深证成指,10168.15,9731.718,10177.82,9728.671,658401282
77,SZ300049,福瑞股份,20100518,32.5,32.73,33.09,31,772465,SZ399001,深证成指,9719.072,10003.807,10056.218,9627.424,796894734
78,SZ300049,福瑞股份,20100519,32.5,33.5,34.49,32.18,705081,SZ399001,深证成指,9904.752,9991.401,10138.179,9818.896,623359816
79,SZ300049,福瑞股份,20100520,33.21,32.51,34.28,32.51,536409,SZ399001,深证成指,9917.534,9945.551,10214.326,9903.108,682339892
80,SZ300049,福瑞股份,20100521,31.7,33.5,33.7,31.55,753005,SZ399001,深证成指,9698.074,10209.069,10209.243,9666.472,856256987
81,SZ300049,福瑞股份,20100524,33.52,34.64,34.83,33.52,1122528,SZ399001,深证成指,10296.192,10620.125,10710.115,10296.192,1085311304
82,SZ300049,福瑞股份,20100525,34.2,33.9,34.5,33.62,750686,SZ399001,深证成指,10539.411,10365.225,10545.538,10304.84,759930536
83,SZ300049,福瑞股份,20100526,33.94,33.9,34.33,33.65,397126,SZ399001,深证成指,10353.401,10361.697,10465.324,10286.379,579925115
84,SZ300049,福瑞股份,20100527,33.9,34.78,34.89,33.75,715772,SZ399001,深证成指,10342.185,10543.333,10575.736,10199.11,746259327
85,SZ300049,福瑞股份,20100528,35,35.59,36,34.6,779288,SZ399001,深证成指,10636.862,10495.652,10670.293,10447.155,680897661
86,SZ300049,福瑞股份,20100531,35.6,34.2,36.34,34.2,913352,SZ399001,深证成指,10455.34,10204.174,10553.242,10204.174,623126492
87,SZ300049,福瑞股份,20100601,34.2,32.85,34.5,32.3,676134,SZ399001,深证成指,10123.669,10098.454,10246.026,9970.048,583413305
88,SZ300049,福瑞股份,20100602,32.9,33.65,33.83,32.02,450689,SZ399001,深证成指,10062.749,10188.141,10188.141,9950.534,475099486
89,SZ300049,福瑞股份,20100603,33.8,32.92,34.4,32.92,914481,SZ399001,深证成指,10249.275,10118.039,10317.974,10118.039,555885383
90,SZ300049,福瑞股份,20100604,32.55,34.4,36,32.36,726139,SZ399001,深证成指,10086.051,10187.203,10202.062,10055.32,483588960
91,SZ300049,福瑞股份,20100607,33.8,36.2,36.75,33.75,1394592,SZ399001,深证成指,9977.227,9992.674,10083.267,9922.775,570144645
92,SZ300049,福瑞股份,20100608,35.5,36,36.33,35.5,780578,SZ399001,深证成指,9981.744,10038.784,10104.086,9944.47,423119255
